X,Y,LONGITUDE,LATITUDE,AR_LIVRE,BOUGUER,h
5166205.27069011,6902570.92601802,-52.31051757,-27.98048741,30.63894228,-40.90028207,647.076
5166205.27069011,6902570.92601802,-52.31051757,-27.98048741,33.26819672,-40.76639763,669.376
5166205.27069011,6902570.92601802,-52.31051757,-27.98048741,33.79579006,-40.9851773,676.046
5166205.27069011,6902570.92601802,-52.31051757,-27.98048741,33.88260225,-40.8826991,675.906
5166205.27069011,6902570.92601802,-52.31051757,-27.98048741,32.75487362,-40.91940274,666.156
5166205.27069011,6902570.92601802,-52.31051757,-27.98048741,31.71381819,-40.94440617,657.076
5166205.27069011,6902570.92601802,-52.31051757,-27.98048741,30.32643751,-40.96884484,644.896
5167188.97861599,6902557.271368,-52.3005175,-27.98048745,29.13186711,-40.89581204,633.548
5167188.97861599,6902557.271368,-52.3005175,-27.98048745,29.27259308,-40.85691508,634.458
5167188.97861599,6902557.271368,-52.3005175,-27.98048745,30.38802457,-40.82803259,644.168
5167188.97863142,6902557.27247647,-52.3005175,-27.98048744,32.21516847,-40.98039968,661.858
5167188.97961512,6902557.27246278,-52.30051749,-27.98048744,34.43527731,-41.05647884,682.378
5167188.97961512,6902557.27246278,-52.30051749,-27.98048744,34.57666546,-40.8938297,682.188
5167188.97961512,6902557.27246278,-52.30051749,-27.98048744,34.30458274,-40.98015842,680.528
5167188.97961512,6902557.27246278,-52.30051749,-27.98048744,34.20383725,-41.08426091,680.558
5167188.97961512,6902557.27246278,-52.30051749,-27.98048744,33.40953294,-40.72711422,670.268
5167188.97961512,6902557.27246278,-52.30051749,-27.98048744,33.11035736,-41.1426658,671.308
5167188.97961512,6902557.27246278,-52.30051749,-27.98048744,34.34525167,-41.25169048,683.318
5168172.687403,6902543.53724669,-52.29051741,-27.98048748,34.85355146,-41.06924349,686.21
5168172.687403,6902543.53724669,-52.29051741,-27.98048748,35.15912868,-41.00872727,688.4
5168172.687403,6902543.53724669,-52.29051741,-27.98048748,35.35226325,-41.04163071,690.42
5168172.687403,6902543.53724669,-52.29051741,-27.98048748,35.83322982,-41.35179713,697.49
5168172.687403,6902543.53724669,-52.29051741,-27.98048748,36.55652875,-41.4241072,704.6
5168172.687403,6902543.53724669,-52.29051741,-27.98048748,37.70962317,-42.13302879,721.24
5523366.63982663,6893827.67869961,-48.67911389,-27.96690278,-33.69173711,-34.19652777,5.77
5324606.11863059,6898711.63071667,-50.6999,-27.9861,23.51043771,-77.67027963,910.55
5520948.41821698,6893899.7384558,-48.7037,-27.9672,-43.27376695,-43.61181871,4.31
5265157.45996495,6900204.83064533,-51.3044,-27.9858,15.05102581,-83.13973129,883.97
5192842.34006161,6901994.04402528,-52.0397,-27.9821,19.1843242,-56.08605179,679.84
5149118.88294843,6903082.03284142,-52.48424692,-27.97789974,34.63756878,-37.51650174,652.74
5432893.79979169,6896173.38092533,-49.5989,-27.9782,24.18617375,-75.55235792,896.15
5403288.80508782,6896904.1682133,-49.8999,-27.9809,69.14553829,-83.37950992,1368.74
5149116.57668625,6903181.61197265,-52.48428292,-27.97700174,33.64287698,-37.09221315,640.059
5432944.5583611,6896216.0099383,-49.5984,-27.9778,24.29573414,-75.38461999,895.63
5373667.31489015,6897695.89531325,-50.2011,-27.9824,40.43543275,-91.32876944,1183.43
5306870.5950786,6899377.76899481,-50.8803,-27.9843,25.75800031,-76.27991759,918.27
5522149.41379956,6894114.69470705,-48.6916,-27.9648,-35.32507467,-37.09886736,17.12
5059696.10599107,6905477.11361614,-53.3933,-27.9633,9.500155761,-47.69886599,519.28
5149114.37970813,6903282.07659549,-52.48431792,-27.97609574,33.91428899,-37.14858,642.988
5211355.84504191,6901760.17978508,-51.8515,-27.9814,1.111570054,-66.51045914,611.06
5198885.0732952,6902084.02219079,-51.9783,-27.9804,14.53187657,-60.66245167,679.01
5169476.92783434,6902812.08058424,-52.2773,-27.9779,34.03800046,-41.76177206,685.08
5139772.8233226,6903604.52357962,-52.5793,-27.9742,24.13172236,-43.51623223,612.5
5149111.98411462,6903382.32195077,-52.48435491,-27.97519174,34.93133429,-37.81442253,658.027
5319305.23920043,6899208.96045532,-50.7539,-27.9829,26.11061691,-75.1429183,911.2
5174307.629361,6902787.31532447,-52.2282,-27.9775,26.15384302,-44.62051097,640.03
5420883.81676888,6896733.70219935,-49.7211,-27.977,48.16549667,-81.73235441,1166.06
5229366.1741171,6901440.86357799,-51.6684,-27.9813,-12.72337611,-79.5755359,603.97
5436878.32416125,6896373.64647478,-49.5585,-27.9751,27.75343944,-76.36941549,935.18
5350168.91942318,6898515.17556682,-50.4401,-27.9814,41.72074886,-76.67031033,1064.24
5391428.16180018,6897518.84325068,-50.0206,-27.9789,49.90116792,-88.41710846,1241.93
5519958.51097194,6894465.71348011,-48.714,-27.9625,-41.70685165,-42.88092181,11.81
5149107.58105234,6903582.47633065,-52.4844249,-27.97338673,34.06621933,-38.03381007,652.256
5528775.67585979,6894292.29648136,-48.6244,-27.9606,-14.25962362,-19.68930171,49.71
5523138.53946846,6894438.93886731,-48.6817,-27.9615,-36.15057391,-37.01694586,9
5204850.76416624,6902261.00214528,-51.9177,-27.9779,-7.847237027,-63.41213254,503.43
5271238.43796114,6900634.85391991,-51.2427,-27.9807,22.06017734,-78.99199508,909.57
5187038.92858921,6902728.91765341,-52.0988,-27.9763,2.965379991,-54.67530244,522.42
5149105.27431361,6903682.05538667,-52.4844609,-27.97248873,33.33686271,-38.31100247,648.215
5487065.80504149,6895399.46207858,-49.0484,-27.9665,19.54154355,-64.90280482,756.95
5508384.62186684,6894883.22721696,-48.8317,-27.9632,29.99576955,-56.47181887,774.54
5508514.76978663,6894933.35442279,-48.8304,-27.9627,22.82089584,-56.27473397,708.65
5523607.33736058,6894574.33290224,-48.677,-27.9601,-35.81390451,-36.23495204,5.01
5149103.06999858,6903781.96683809,-52.4844959,-27.97158772,33.34621494,-38.50186313,650.004
5312067.41234818,6899787.69076651,-50.8276,-27.9794,32.74357926,-75.35608906,972.41
5248119.8881709,6901378.70520556,-51.4778,-27.9785,18.84608117,-81.24157066,900.92
5497400.73356519,6895276.30767422,-48.9434,-27.9638,-9.968403998,-56.62307538,418.97
5277301.63564898,6900696.1183747,-51.1811,-27.9789,25.01208647,-73.8043709,889.62
5149100.87068447,6903882.20967646,-52.48453089,-27.97068372,33.36661643,-38.79805063,652.823
5428672.57386449,6897058.35136504,-49.6421,-27.9716,20.70288411,-78.15516803,888.4
5149098.56778557,6903982.12120995,-52.48456689,-27.96978272,33.21225746,-39.02069246,653.433
5361802.05688577,6898825.50374227,-50.322,-27.9755,35.20977627,-81.47160515,1048.73
5274887.17523946,6900973.51794189,-51.2057,-27.9769,28.88931,-75.5602457,939.96
5163269.2016,6903719.86265153,-52.34051776,-27.97048726,31.48809955,-41.00186601,655.61
5163269.2016,6903719.86265153,-52.34051776,-27.97048726,31.40744144,-40.66513712,651.88
5163269.2016,6903719.86265153,-52.34051776,-27.97048726,29.97942952,-40.64292504,638.92
5164253.00363432,6903706.45282727,-52.33051769,-27.9704873,29.16448184,-40.46218652,630.002
5164253.00461812,6903706.45281382,-52.33051768,-27.9704873,30.10302476,-40.50612559,638.782
5164253.00461812,6903706.45281382,-52.33051768,-27.9704873,31.34654658,-40.29767877,648.032
5164253.00461812,6903706.45281382,-52.33051768,-27.9704873,31.42956767,-40.53133469,650.862
5164253.00461812,6903706.45281382,-52.33051768,-27.9704873,33.29309536,-40.57346399,667.892
5164253.00461812,6903706.45281382,-52.33051768,-27.9704873,33.83503573,-40.84839362,675.192
5164253.00461812,6903706.45281382,-52.33051768,-27.9704873,35.74516262,-41.02408274,693.832
5164253.00461812,6903706.45281382,-52.33051768,-27.9704873,35.944821,-41.32126036,698.272
5164253.00461812,6903706.45281382,-52.33051768,-27.9704873,35.60747483,-41.27143252,694.812
5164253.00461812,6903706.45281382,-52.33051768,-27.9704873,35.4920778,-41.27604856,693.822
5165236.80555107,6903692.96245603,-52.32051761,-27.97048734,30.202459,-40.45727016,639.214
5165236.80555107,6903692.96245603,-52.32051761,-27.97048734,28.05051145,-40.3958357,619.434
5165236.80555107,6903692.96245603,-52.32051761,-27.97048734,28.39136067,-40.06617649,619.534
5165236.80555107,6903692.96245603,-52.32051761,-27.97048734,28.53815432,-40.00890284,620.334
5165236.80555107,6903692.96245603,-52.32051761,-27.97048734,29.60486946,-40.0981147,630.664
5165236.80555107,6903692.96245603,-52.32051761,-27.97048734,30.90616736,-40.38243979,644.834
5165236.80555107,6903692.96245603,-52.32051761,-27.97048734,31.26438607,-40.42258508,648.394
5165236.80653486,6903692.9624425,-52.3205176,-27.97048734,32.59632548,-40.98846967,665.354
5165236.80653486,6903692.9624425,-52.3205176,-27.97048734,32.11692132,-40.68457384,658.354
5165236.80653486,6903692.9624425,-52.3205176,-27.97048734,32.71287424,-40.60224192,662.944
5166220.60635983,6903679.39155125,-52.31051753,-27.97048738,32.24304836,-40.1435216,654.626
5149094.06245628,6904182.05494833,-52.48463788,-27.96797971,32.44538038,-39.17753855,647.981
5343676.67706161,6899485.15555488,-50.50634722,-27.97435278,34.02192849,-74.70563108,977.93
5149091.85902982,6904282.07605708,-52.48467288,-27.96707771,31.95451131,-39.17931669,643.61
5489461.77205927,6895958.37467603,-49.0243,-27.9606,25.25791254,-63.62119055,796.53
5217905.0437901,6902630.1873437,-51.7851,-27.9725,3.849497487,-74.0496609,702.81
5508194.62904395,6895514.38696671,-48.8339,-27.9576,20.08572448,-55.07899533,673.56
5516076.97133841,6895356.45902857,-48.7538,-27.956,-41.60774641,-46.03940041,41.11
5149089.65511836,6904381.98629786,-52.48470787,-27.96617671,31.64213624,-39.23423384,641.309
5444597.62774111,6897190.87777198,-49.4804,-27.9652,34.28777914,-81.55462488,1039.65
5149087.35725509,6904482.34222751,-52.48474387,-27.9652717,31.00958041,-39.32622489,636.478
5149085.15590332,6904582.47411971,-52.48477886,-27.9643687,30.32808325,-39.16290114,628.928
5516115.9964876,6895577.35399975,-48.7535,-27.954,-50.18271895,-51.38163607,12.22
5517977.45343418,6895575.1615745,-48.7346,-27.9533,-37.40114555,-41.72209165,40.02
5383847.44815609,6898875.55088853,-50.09805556,-27.96888889,51.57638243,-90.63375972,1276.6875
5149082.94797572,6904682.16264617,-52.48481386,-27.9634697,30.06733778,-38.66263873,622.117
5508219.47739086,6895869.40450634,-48.8338,-27.9544,23.53470525,-57.23069604,723.61
5517333.36397236,6895714.19504332,-48.7412,-27.9523,-48.21228971,-49.23109396,10.55
5518396.59009682,6895701.76425046,-48.7304,-27.952,-45.72498204,-46.67665443,9.89
5497529.64256,6896249.99244061,-48.9425,-27.955,-5.3736034,-55.98417644,454.34
5149080.21507117,6904882.29589557,-52.48486685,-27.96166469,30.01780781,-39.33080023,627.645
5465117.34049756,6897170.09386671,-49.272,-27.9584,-1.108100814,-71.81694107,635.19
5149075.64826615,6904982.23533793,-52.48492585,-27.96076369,28.39706766,-39.74069464,616.824
5269803.82503578,6902042.9022618,-51.2576,-27.9683,22.25814821,-81.88502832,937.16
5528720.20777109,6895719.48920754,-48.6256,-27.9478,-15.82948393,-21.43071579,51.24
5149074.13418858,6905082.35862777,-52.48495385,-27.95986069,26.48674025,-39.89981131,601.174
5066455.22912781,6907126.21519423,-53.3247,-27.9481,28.30165997,-39.3346857,612.57
5161316.47010215,6904854.88781547,-52.36051787,-27.96048716,29.71659954,-41.29722399,642.436
5161316.47010215,6904854.88781547,-52.36051787,-27.96048716,29.61796309,-40.93930844,638.356
5161316.47010215,6904854.88781547,-52.36051787,-27.96048716,29.79962117,-40.99040235,640.436
5161316.47010215,6904854.88781547,-52.36051787,-27.96048716,30.45875341,-40.96574311,646.106
5161316.47010215,6904854.88781547,-52.36051787,-27.96048716,31.33514473,-41.0964518,655.106
5161316.47010215,6904854.88781547,-52.36051787,-27.96048716,32.18382988,-40.92923765,661.196
5161316.47011702,6904854.88892391,-52.36051787,-27.96048715,33.89705128,-40.97284624,676.896
5162300.36606969,6904841.64328557,-52.35051779,-27.96048719,34.19322049,-41.02714784,680.008
5162300.36606969,6904841.64328557,-52.35051779,-27.96048719,34.55016252,-40.99919181,682.948
5162300.36606969,6904841.64328557,-52.35051779,-27.96048719,36.20986855,-40.93182278,697.178
5162300.36606969,6904841.64328557,-52.35051779,-27.96048719,35.17728295,-40.83533737,687.088
5162300.36606969,6904841.64328557,-52.35051779,-27.96048719,36.09601708,-40.71780724,694.248
5162300.36606969,6904841.64328557,-52.35051779,-27.96048719,37.7569586,-40.71858073,709.098
5162300.36606969,6904841.64328557,-52.35051779,-27.96048719,38.50959044,-40.44935688,713.418
5162300.36606969,6904841.64328557,-52.35051779,-27.96048719,38.40521902,-40.5884173,713.728
5162300.36606969,6904841.64328557,-52.35051779,-27.96048719,37.52635601,-40.42661031,704.428
5162300.36606969,6904841.64328557,-52.35051779,-27.96048719,35.97049449,-40.38789683,690.178
5163284.26093478,6904828.31713248,-52.34051771,-27.96048723,31.14550802,-40.25604901,645.861
5163284.26093478,6904828.31713248,-52.34051771,-27.96048723,31.41811625,-40.24192978,648.171
5163284.26093478,6904828.31713248,-52.34051771,-27.96048723,32.43270424,-40.19751479,656.841
5163284.26093478,6904828.31713248,-52.34051771,-27.96048723,33.3481305,-40.26345153,665.611
5163284.26093478,6904828.31713248,-52.34051771,-27.96048723,36.76557805,-39.96465697,693.481
5163284.26093478,6904828.31713248,-52.34051771,-27.96048723,37.84779078,-40.17824625,705.061
5163284.26093478,6904828.31713248,-52.34051771,-27.96048723,36.60254676,-39.91619726,691.591
5449693.34984532,6897857.24978237,-49.4289,-27.9575,85.12403708,-78.65989042,1467.88
5505734.36903619,6896497.20361136,-48.8593,-27.9497,28.08590186,-57.10862913,763.31
5106797.50621276,6906348.03359073,-52.9147,-27.9525,2.322029783,-53.87018303,509.95
5492463.80899193,6896881.38792751,-48.9942,-27.9512,12.99966455,-61.2275066,665.53
5032861.31175713,6908217.93620981,-53.6661,-27.9395,15.80076523,-39.08816876,498.72
5524399.04229432,6896242.69948269,-48.6697,-27.9448,-32.75365078,-33.63390381,9.11
5505006.75372153,6896761.45520955,-48.8668,-27.9476,37.32063806,-57.87445326,852.71
5498142.36988497,6897014.50822316,-48.9366,-27.9479,0.9383396592,-54.68890347,499.18
5149063.70286041,6905582.34738022,-52.48512283,-27.95535167,26.64103419,-40.36836244,606.729
5501920.79503335,6896924.08638312,-48.8982,-27.9473,17.40674045,-56.90222408,666.12
5490174.33774004,6897253.0770875,-49.0176,-27.9487,25.24046978,-61.9056245,781.05
5072519.92500808,6907556.6623164,-53.2631,-27.9439,25.82985361,-36.24741513,562.83
5149061.50047667,6905682.4791076,-52.48515782,-27.95444867,28.351372,-40.76288807,625.539
5434697.22736726,6898675.79473605,-49.5815,-27.9551,26.70166392,-76.29377242,925.14
5385165.76758237,6899909.58808466,-50.085,-27.9592,52.14667873,-89.98567199,1275.99
5524657.3111575,6896492.98712421,-48.66718889,-27.94245,-31.78442903,-32.80014565,10.31
5508194.28516122,6896905.29234127,-48.8345,-27.9451,42.04466196,-58.78690084,902.94
5501190.30284882,6897121.45408511,-48.9057,-27.9458,8.522378054,-56.23708154,580.79
5149058.6051026,6905782.28683474,-52.48519981,-27.95354867,30.63354956,-40.70967099,645.458
5443436.92031879,6898556.62007058,-49.4927,-27.9533,47.5973939,-80.3663382,1148
5105443.94201297,6906858.74737359,-52.9285,-27.948,2.223698295,-54.4274271,514.04
5500325.49784834,6897168.60379181,-48.9145,-27.9457,6.598763603,-55.55230974,557.48
5524438.08690754,6896598.70370013,-48.66946111,-27.94158611,-31.61625718,-34.9360186,30.91
5502343.49214606,6897140.07676271,-48.894,-27.9452,40.76244245,-54.7527486,855.63
5506458.15447703,6897078.70126063,-48.8522,-27.9442,27.62259515,-57.63922635,763.88
5149056.40704856,6905882.86301455,-52.48523481,-27.95264166,30.90947211,-40.74138615,648.207
5207496.72628386,6904488.92723215,-51.8912,-27.9574,-8.114465035,-65.61241824,520.6
5055182.63690926,6908258.19417656,-53.4393,-27.9384,1.150437148,-56.43979326,522.69
5504023.39847792,6897270.03609615,-48.877,-27.9434,37.9122682,-57.56492628,855.26
5149054.20064515,6905982.77302756,-52.48526981,-27.95174066,30.56469546,-41.03460139,647.746
5209406.95390507,6904544.52768214,-51.8718,-27.9566,2.016299298,-65.73619149,612.2
5149049.98947332,6906182.92418785,-52.4853378,-27.94993565,28.94020487,-41.72343331,639.374
5200831.50067257,6904923.67816525,-51.959,-27.9545,6.209361718,-61.39659686,611.1
5200831.50067257,6904923.67816525,-51.959,-27.9545,9.922296427,-61.00373515,640.77
5158379.37752948,6906002.57906071,-52.39051805,-27.95048701,36.31520011,-41.59461944,704.08
5159363.36644108,6905989.57805643,-52.38051798,-27.95048705,36.96390309,-41.28642816,707.113
5159363.36644108,6905989.57805643,-52.38051798,-27.95048705,36.42016728,-41.08155297,700.423
5159363.36644108,6905989.57805643,-52.38051798,-27.95048705,37.39325992,-40.87497533,707.273
5159363.36645576,6905989.57916486,-52.38051798,-27.95048704,37.33039663,-41.29591862,710.473
5159363.36645576,6905989.57916486,-52.38051798,-27.95048704,37.22658093,-41.73207732,713.443
5159363.36645576,6905989.57916486,-52.38051798,-27.95048704,37.30469442,-41.16719883,709.093
5159363.36743975,6905989.57915183,-52.38051797,-27.95048704,37.90497109,-41.48114517,717.263
5159363.36743975,6905989.57915183,-52.38051797,-27.95048704,37.89275685,-42.1636404,723.253
5105979.33275342,6907308.47957,-52.9231,-27.9439,1.398103188,-54.28743755,505.4
5160347.35526945,6905976.49654322,-52.3705179,-27.95048709,32.95074006,-41.71453899,675.065
5160347.35526945,6905976.49654322,-52.3705179,-27.95048709,32.20468233,-41.49713773,666.455
5160347.35526945,6905976.49654322,-52.3705179,-27.95048709,31.41126381,-41.37521424,658.275
5160347.35526945,6905976.49654322,-52.3705179,-27.95048709,31.14360983,-41.10686723,653.485
5160347.35526945,6905976.49654322,-52.3705179,-27.95048709,33.72878809,-41.09538896,676.485
5160347.35528423,6905976.49765166,-52.3705179,-27.95048708,36.70820019,-41.30065086,704.945
5160347.35528423,6905976.49765166,-52.3705179,-27.95048708,35.72315573,-41.24278732,695.625
5160347.35528423,6905976.49765166,-52.3705179,-27.95048708,34.55072104,-41.52561701,687.675
5160347.35528423,6905976.49765166,-52.3705179,-27.95048708,34.21136252,-40.97648953,679.735
5160347.35528423,6905976.49765166,-52.3705179,-27.95048708,35.07784176,-41.02647129,687.925
5345902.51734965,6901425.64038374,-50.4843,-27.9563,31.96582069,-77.2165342,981.97
5203705.2173807,6904919.69970828,-51.9298,-27.9541,1.567959237,-63.49116617,588.26
5161331.34303889,6905963.33564259,-52.36051782,-27.95048712,34.11403204,-40.92969281,678.427
5161331.34303889,6905963.33564259,-52.36051782,-27.95048712,32.30640939,-40.68506946,660.087
5161331.34303889,6905963.33564259,-52.36051782,-27.95048712,31.42130756,-40.52726329,650.767
5345889.75081582,6901445.23559408,-50.48443541,-27.95612682,31.87686837,-77.34107541,982.288
5149047.88118974,6906282.83293678,-52.4853718,-27.94903465,28.57901796,-41.52290678,634.354
5105979.6255914,6907341.72845061,-52.9231,-27.9436,1.034898021,-55.24707796,510.73
5195315.25266014,6905225.21733094,-52.0151,-27.9526,13.5796824,-58.6142277,652.23
5019685.47936023,6909554.36511425,-53.8,-27.9277,22.10017733,-31.69246527,488.95
5149045.67676957,6906382.85371832,-52.48540679,-27.94813265,27.9292721,-41.73839337,630.473
5074079.04724662,6908234.29871763,-53.2473,-27.9377,25.46886702,-35.60930577,553.85
5205803.18469145,6905017.05078757,-51.9085,-27.9529,-12.07850696,-65.97452091,488.45
5498168.8554061,6897892.31232856,-48.9367,-27.94,-1.651424568,-54.83386974,477.35
5149043.56967341,6906482.87327793,-52.48544079,-27.94723065,27.55109893,-41.7953263,627.602
5503356.01136473,6897798.6776712,-48.884,-27.9389,40.71387269,-57.27560089,877.72
5502677.52542092,6897827.05987208,-48.8909,-27.9389,51.73870401,-51.71596557,926.58
5524942.87391336,6897312.49876541,-48.66465278,-27.934975,-33.23504292,-34.06968833,8.69
5149041.36919852,6906583.22765929,-52.48547578,-27.94632564,27.12628662,-41.58445948,621.921
5515476.96980334,6897674.66923916,-48.7609,-27.9354,-47.6289886,-49.1663542,15.3
5506532.07251388,6897898.97053608,-48.8518,-27.9368,37.68635002,-51.79094872,801.55
5149039.26191624,6906683.24718901,-52.48550978,-27.94542364,26.25938625,-41.44864867,612.96
5506780.70784674,6897955.25627498,-48.8493,-27.9362,32.80158296,-57.94915443,812.92
5037166.03995408,6909479.85151581,-53.6224,-27.928,15.59047593,-42.90755327,530.9
5175428.88081475,6906130.43930149,-52.2173,-27.9472,26.40763353,-46.42984874,658.39
5507786.97668695,6897990.69860225,-48.8391,-27.9355,42.36750803,-57.9943398,898.77
5215825.00258892,6905162.98555856,-51.8067,-27.95,1.210633712,-71.11986511,653.03
5508398.51533073,6898009.37051546,-48.8329,-27.9351,53.35890582,-54.16119612,962.71
5190876.3680811,6905828.72125014,-52.0603,-27.9478,-0.9973000628,-57.88565892,515.56
5500271.4860618,6898238.91874021,-48.9155,-27.9361,9.179870988,-53.99535218,566.64
5105797.81193142,6907930.770315,-52.925,-27.9383,0.545956524,-55.40046566,507.72
5149034.94690703,6906883.06572969,-52.48557877,-27.94362164,26.43592163,-41.44325786,614.479
5080144.37272706,6908627.67421345,-53.1857,-27.9338,15.61287952,-37.10199559,479.01
5110620.39657861,6907920.66186806,-52.876,-27.938,6.164070484,-51.83013,526.04
5149032.74095391,6906983.08754197,-52.48561377,-27.94271963,27.38004459,-41.68406881,625.068
5103211.04098867,6908130.5712726,-52.9513,-27.9367,3.336258002,-54.06490851,520.71
5062165.12208244,6909144.00259835,-53.3684,-27.9301,19.97592952,-47.73252985,613.14
5149030.63977472,6907083.55036139,-52.48564776,-27.94181363,28.80022359,-41.28768786,634.217
5122725.02860869,6907781.1469885,-52.753,-27.9382,31.01198922,-43.14280372,670.58
5149028.43088862,6907183.35046295,-52.48568276,-27.94091362,29.57074965,-41.76252171,645.346
5126612.32816391,6907740.87908993,-52.7135,-27.9382,30.57373368,-43.39306727,668.92
5267964.60968952,6904302.94411976,-51.2768,-27.9483,16.98658196,-84.61812224,914.42
5211661.1910827,6905691.65761765,-51.8491,-27.9459,4.318694899,-66.12975796,636.25
5498044.60546177,6898698.48081345,-48.9383,-27.9328,-8.962887317,-54.28567629,407.13
5017826.59724852,6910499.22024146,-53.8189,-27.9192,21.97284442,-29.61001294,469.2
5149026.32815033,6907283.70241203,-52.48571675,-27.94000862,29.71205163,-41.84381381,647.335
5423863.39234978,6900551.91754112,-49.6922,-27.9417,15.96918475,-81.71360553,877.95
5436497.00352897,6900244.507499,-49.5638,-27.9404,28.45778982,-77.92861831,955.35
5067117.01534451,6909327.98542932,-53.3181,-27.9282,27.46315138,-39.66683821,608
5156425.80912616,6907136.76945717,-52.41051816,-27.9404869,35.57733603,-41.035501,692.487
5156425.80912616,6907136.76945717,-52.41051816,-27.9404869,35.73504589,-41.09823414,694.457
5156425.80912616,6907136.76945717,-52.41051816,-27.9404869,35.58250498,-40.78191405,690.267
5156425.80912616,6907136.76945717,-52.41051816,-27.9404869,35.24895873,-40.83123431,687.727
5156425.80912616,6907136.76945717,-52.41051816,-27.9404869,35.57458592,-40.97558711,691.927
5050218.73626502,6909753.87281981,-53.4898,-27.9251,3.630490189,-59.01463449,567.83
5157409.89084098,6907123.93248468,-52.40051809,-27.94048694,35.87717777,-40.84442606,693.449
5157409.89084098,6907123.93248468,-52.40051809,-27.94048694,36.30737758,-40.87861125,697.599
5157409.89084098,6907123.93248468,-52.40051809,-27.94048694,36.85839521,-40.90835462,702.789
5157409.89084098,6907123.93248468,-52.40051809,-27.94048694,36.27241839,-40.75579144,696.189
5157409.89084098,6907123.93248468,-52.40051809,-27.94048694,35.15252939,-40.58435444,684.649
5157409.89084098,6907123.93248468,-52.40051809,-27.94048694,34.89949556,-40.62589727,682.759
5157409.89084098,6907123.93248468,-52.40051809,-27.94048694,35.51581904,-40.6865688,688.809
5157409.89084098,6907123.93248468,-52.40051809,-27.94048694,36.65695978,-40.90613205,700.969
5157409.89182505,6907123.93247181,-52.40051808,-27.94048694,37.12980193,-40.9457919,705.549
5157409.89182505,6907123.93247181,-52.40051808,-27.94048694,37.49207135,-41.23366148,711.359
5157409.89182505,6907123.93247181,-52.40051808,-27.94048694,37.57651589,-41.23426094,712.119
5158393.97248643,6907111.01502233,-52.39051801,-27.94048698,37.16889634,-41.01882129,706.541
5158393.97248643,6907111.01502233,-52.39051801,-27.94048698,36.46403722,-40.37976141,694.531
5158393.97248643,6907111.01502233,-52.39051801,-27.94048698,36.305269,-40.71309363,696.091
5158393.97248643,6907111.01502233,-52.39051801,-27.94048698,36.17474931,-41.20616931,699.331
5158393.97248643,6907111.01502233,-52.39051801,-27.94048698,35.67470692,-41.04600171,693.431
5158393.97248643,6907111.01502233,-52.39051801,-27.94048698,35.33070056,-40.82267507,688.361
5158393.97248643,6907111.01502233,-52.39051801,-27.94048698,35.16257781,-40.71216682,685.871
5158393.97248643,6907111.01502233,-52.39051801,-27.94048698,35.66373293,-40.7011337,690.251
5158393.97248643,6907111.01502233,-52.39051801,-27.94048698,36.27716354,-41.22796409,700.441
5158393.97248643,6907111.01502233,-52.39051801,-27.94048698,36.65582186,-41.09548577,702.641
5149024.21884522,6907383.61099698,-52.48575075,-27.93910762,30.10640343,-41.8836589,651.215
5146323.4957933,6907461.93891377,-52.5132,-27.9387,26.76339343,-42.68263368,628.49
5247082.68145597,6905016.26292548,-51.4891,-27.9459,17.43784327,-81.58091759,891.32
5098707.68568312,6908667.10545618,-52.9971,-27.9322,-1.256898034,-53.20306474,471.98
5265883.75819995,6904571.00852777,-51.298,-27.9463,10.57893468,-86.11117622,870.49
5442416.01689762,6900250.54554753,-49.5037,-27.9384,78.7175689,-81.70092851,1438.04
5091760.31181678,6908866.14847339,-53.0677,-27.9309,-7.338935042,-48.86501004,378.93
5384129.21955346,6901705.18517567,-50.09611111,-27.94333333,40.89415966,-90.86162092,1183.2254
5149022.00556158,6907483.07853277,-52.48578575,-27.93821061,30.48997557,-42.23518268,657.784
5482389.57994507,6899358.74588999,-49.0975,-27.9326,-1.123424105,-63.69112765,561.65
5063349.00780021,6909669.79299969,-53.3564,-27.9253,20.78684725,-45.1414178,597.23
5105115.20408784,6908657.19687693,-52.932,-27.9318,-3.199119274,-54.32842714,464.66
5149019.9052891,6907583.65211767,-52.48581974,-27.93730361,31.1503774,-42.19238208,663.293
5432030.76004866,6900650.29585068,-49.6093,-27.9382,25.6919095,-77.99888844,931.4
5432090.56965808,6900670.3764859,-49.6087,-27.938,25.31097684,-78.07657764,928.68
5149017.69866612,6907683.67271672,-52.48585474,-27.93640161,31.71245312,-42.10355647,667.522
5013565.02070054,6911092.11103079,-53.8622,-27.9139,17.15549282,-28.70271128,418.05
5149015.49294683,6907783.694397,-52.48588973,-27.9354996,32.99278615,-41.91975659,677.321
5301280.25254268,6904058.31984351,-50.9383,-27.9434,20.53999163,-82.05404285,923.16
5149013.38592128,6907883.82458796,-52.48592373,-27.9345966,32.43303848,-41.92551246,672.37
5045142.54000396,6910505.395409,-53.5414,-27.9185,8.441056828,-55.16435638,576.43
5085298.3122584,6909523.23757171,-53.1334,-27.9254,6.5764987,-41.09527853,433.89
5289665.16089705,6904510.06446098,-51.0564,-27.9419,15.87478162,-78.07166214,845.94
5384608.33915184,6902182.31634856,-50.0914,-27.9389,41.14302796,-90.54289262,1182.6
5498654.69550609,6899396.35368755,-48.9324,-27.9263,-8.855673642,-54.30956757,408.3
5012984.46426602,6911314.38738649,-53.8681,-27.9119,19.36008884,-28.42956639,435.31
